LSOA Code,Arson and Criminal Damage,Burglary,Drug Offences,Miscellaneous Crimes Against Society,Possession of Weapons,Public Order Offences,Robbery,Theft,Vehicle Offences,Violence Against the Person,lsoa11cd,lsoa11nm,IMDScore,IncScore,EmpScore,EduScore,HDDScore,CriScore,BHSScore,EnvScore,IDCScore,IDOScore,CYPScore,ASScore,GBScore,WBScore,IndScore,OutScore
E01002878,12,12,36,2,3,19,16,59,35,57,E01002878,Kensington and Chelsea 003C,33.862,0.199,0.149,6.905,-0.005,1.234,40.927,37.329,0.185,0.362,-0.292,0.188,-1.713,5.58,-0.461,2.347
E01002879,8,18,25,0,3,15,3,39,24,37,E01002879,Kensington and Chelsea 005C,41.706,0.322,0.172,10.999,0.024,1.187,40.516,33.492,0.404,0.506,-0.331,0.273,-1.611,5.526,-0.958,2.267
E01002880,11,11,12,2,5,19,6,61,18,68,E01002880,Kensington and Chelsea 005D,44.248,0.304,0.215,21.026,0.512,0.69,40.441,29.803,0.326,0.453,-0.063,0.362,-1.247,5.453,-0.95,1.965
E01002881,8,10,6,1,0,7,2,26,12,25,E01002881,Kensington and Chelsea 005E,40.49,0.281,0.219,17.026,0.312,0.425,37.707,30.249,0.284,0.378,-0.111,0.325,-1.667,5.152,-0.392,1.732
E01002882,10,30,34,0,2,5,10,68,13,28,E01002882,Kensington and Chelsea 006A,17.09,0.108,0.065,1.043,-1.442,0.331,33.291,41.17,0.096,0.195,-1.188,0.102,-0.655,4.359,0.265,1.87
E01002883,4,25,49,3,6,16,14,204,20,57,E01002883,Kensington and Chelsea 006B,11.744,0.033,0.025,0.531,-1.568,0.464,31.075,45.224,0.02,0.064,-1.379,0.068,-0.716,4.103,0.318,2.114
E01002884,14,42,28,1,4,16,17,204,20,45,E01002884,Kensington and Chelsea 006C,21.59,0.09,0.07,2.649,-1.159,1.012,44.45,38.534,0.081,0.19,-0.666,0.064,-0.902,5.902,-0.264,2.268
E01002885,1,26,8,2,2,8,9,87,16,19,E01002885,Kensington and Chelsea 006D,19.621,0.084,0.05,3.045,-1.268,0.365,43.106,54.143,0.157,0.154,-0.603,0.073,-0.894,5.705,0.791,2.016
E01002886,6,24,22,0,0,10,4,80,23,15,E01002886,Kensington and Chelsea 006E,14.819,0.049,0.025,0.479,-2.125,0.828,31.078,53.219,0.026,0.132,-1.424,0.072,-1.124,4.295,0.748,2.033
E01002887,1,21,4,2,0,3,4,32,25,23,E01002887,Kensington and Chelsea 010A,12.569,0.022,0.011,0.139,-2.029,0.223,33.633,55.254,0.007,0.081,-1.763,0.052,-1.43,4.684,0.819,2.047
E01002888,3,27,4,0,0,3,5,50,59,22,E01002888,Kensington and Chelsea 013E,10.9,0.032,0.018,0.955,-2.637,-0.413,38.18,42.552,0.028,0.13,-1.12,0.049,-1.027,5.101,0.304,1.928
E01002889,12,19,9,2,0,17,23,299,81,76,E01002889,Kensington and Chelsea 010B,8.169,0.038,0.019,1.673,-1.771,-0.745,33.559,30.931,0.032,0.114,-0.931,0.092,-0.561,4.313,-0.398,1.79
E01002890,5,22,1,1,2,2,6,32,23,14,E01002890,Kensington and Chelsea 010C,8.969,0.012,0.009,0.339,-2.614,0.31,26.948,39.726,0.004,0.038,-1.519,0.061,-0.466,3.175,0.234,1.811
E01002891,9,14,1,1,0,4,9,39,53,20,E01002891,Kensington and Chelsea 010D,9.515,0.023,0.011,0.948,-2.195,-0.35,32.728,42.898,0.027,0.058,-1.196,0.09,-0.566,4.21,0.234,2.044
E01002892,6,23,1,0,1,4,6,71,38,18,E01002892,Kensington and Chelsea 010E,8.544,0.024,0.017,0.569,-2.635,-0.95,34.482,37.638,0.029,0.073,-1.348,0.064,-1.0,4.691,0.038,1.883
E01002893,13,17,3,1,0,6,3,12,19,48,E01002893,Kensington and Chelsea 017C,21.771,0.126,0.087,7.1,-0.314,0.095,37.43,41.053,0.103,0.306,-0.113,0.104,-1.302,5.071,0.44,1.643
E01002894,8,16,4,1,1,10,3,52,18,29,E01002894,Kensington and Chelsea 017D,19.923,0.095,0.086,9.635,-0.911,0.378,32.595,44.885,0.041,0.251,0.127,0.064,-1.46,4.561,0.188,2.27
E01002896,5,18,5,1,1,5,2,21,20,15,E01002896,Kensington and Chelsea 020C,10.304,0.037,0.018,5.568,-2.396,0.264,28.592,39.053,0.055,0.085,-0.246,0.062,-0.898,3.872,0.114,1.909
E01002897,7,24,11,1,0,9,4,30,19,32,E01002897,Kensington and Chelsea 020D,15.663,0.093,0.047,1.242,-0.54,0.279,31.755,41.811,0.108,0.25,-1.078,0.093,-1.448,4.459,0.367,1.8
E01002898,2,14,2,0,1,5,2,38,22,12,E01002898,Kensington and Chelsea 017E,9.458,0.034,0.013,0.777,-2.231,0.037,28.735,41.752,0.012,0.138,-1.201,0.05,-1.196,4.005,0.127,2.09
E01002899,7,20,3,1,1,10,4,79,11,34,E01002899,Kensington and Chelsea 018A,21.45,0.135,0.113,5.284,-0.886,0.04,32.203,41.056,0.158,0.162,-0.364,0.145,-2.136,4.549,0.369,1.741
E01002900,3,19,6,1,0,3,1,12,36,24,E01002900,Kensington and Chelsea 018B,8.274,0.01,0.008,0.845,-2.973,0.326,26.726,34.948,0.005,0.029,-1.207,0.077,-0.884,3.558,-0.154,1.881
E01002901,4,10,2,0,0,4,1,16,35,15,E01002901,Kensington and Chelsea 018C,16.507,0.072,0.019,4.584,-1.321,0.455,31.462,60.865,0.009,0.131,-0.377,0.079,-1.477,4.425,0.916,2.298
E01002902,9,32,8,0,1,11,11,290,45,35,E01002902,Kensington and Chelsea 018D,10.759,0.049,0.036,0.797,-2.098,-0.064,31.537,39.515,0.063,0.085,-1.286,0.093,-1.275,4.393,-0.148,2.223
E01002903,10,30,6,0,0,4,11,141,38,21,E01002903,Kensington and Chelsea 018E,7.616,0.01,0.003,0.864,-2.972,0.096,24.541,37.074,0.005,0.039,-1.162,0.051,-0.99,3.221,-0.189,2.073
E01002904,8,4,12,2,0,12,0,3,8,30,E01002904,Kensington and Chelsea 002A,45.079,0.333,0.228,22.995,0.619,-0.077,38.761,27.58,0.347,0.455,-0.006,0.375,-0.46,4.856,-0.729,1.726
E01002905,9,6,21,1,1,9,4,16,14,49,E01002905,Kensington and Chelsea 002B,44.52,0.294,0.196,14.428,0.129,1.525,38.834,39.345,0.336,0.453,-0.326,0.317,-1.292,5.24,-0.055,2.114
E01002906,30,18,20,1,1,34,5,70,19,182,E01002906,Kensington and Chelsea 002C,33.044,0.21,0.158,12.324,0.406,0.217,40.016,35.634,0.241,0.303,-0.367,0.295,-1.428,5.437,-0.135,1.914
E01002907,5,5,5,0,2,7,3,14,10,45,E01002907,Kensington and Chelsea 002D,52.561,0.411,0.275,24.795,0.595,-0.212,35.505,29.29,0.497,0.421,-0.245,0.416,-0.779,4.713,-0.901,1.91
E01002908,12,8,5,0,0,10,2,15,31,36,E01002908,Kensington and Chelsea 003D,26.916,0.157,0.105,4.688,0.03,0.722,34.845,46.405,0.142,0.34,-0.633,0.193,-1.632,4.822,0.274,2.277
E01002909,11,23,17,0,2,8,5,29,28,41,E01002909,Kensington and Chelsea 003E,29.726,0.193,0.146,7.526,-0.343,0.627,38.279,38.123,0.171,0.336,-0.143,0.162,-1.246,5.167,-0.158,2.122
E01002910,3,19,4,0,0,7,4,13,45,25,E01002910,Kensington and Chelsea 019C,16.317,0.101,0.065,2.476,-1.432,0.359,32.796,37.285,0.067,0.196,-0.732,0.096,-0.717,4.331000000000001,-0.393,2.274
E01002911,14,47,13,3,0,14,11,104,140,43,E01002911,Kensington and Chelsea 019D,12.544,0.025,0.015,1.516,-2.709,0.66,26.063,55.26,0.024,0.055,-0.925,0.048,-1.457,3.644,0.745,2.195
E01002912,20,23,8,1,1,46,9,130,44,119,E01002912,Kensington and Chelsea 020E,13.905,0.059,0.032,11.598,-0.964,0.036,30.439,46.513,0.064,0.126,0.275,0.074,-1.204,4.234,0.618,1.765
E01002913,4,11,8,1,1,9,4,19,22,37,E01002913,Kensington and Chelsea 021E,18.046,0.107,0.062,3.343,-1.152,0.659,31.768,41.889,0.146,0.244,-0.628,0.132,-1.335,4.449,0.092,2.144
E01002914,10,38,21,1,3,22,20,162,44,53,E01002914,Kensington and Chelsea 019E,8.875,0.03,0.012,2.692,-2.091,-0.868,33.113,38.926,0.022,0.085,-0.652,0.052,-0.669,4.343,0.131,1.876
E01002915,4,12,3,1,0,1,3,2,6,9,E01002915,Kingston upon Thames 014A,8.064,0.048,0.047,5.219,-1.567,-0.461,26.65,21.459,0.044,0.067,-1.117,0.243,0.398,0.944,-0.244,0.908
E01002916,8,4,4,0,0,5,2,7,15,18,E01002916,Kingston upon Thames 014B,8.236000000000002,0.046,0.054,4.003,-1.216,0.365,14.384,22.678,0.038,0.051,-0.821,0.199,-0.375,0.318,-0.28,1.049
E01002917,0,3,0,0,0,0,1,4,6,12,E01002917,Kingston upon Thames 014C,4.073000000000001,0.035,0.034,1.978,-1.63,-0.547,16.076,16.781,0.03,0.057,-1.62,0.189,-0.144,0.192,-0.605,0.776
E01002918,1,6,2,1,0,3,0,1,12,22,E01002918,Kingston upon Thames 017A,12.197,0.068,0.045,15.533,-0.897,-0.629,21.35,41.128,0.077,0.084,-0.275,0.325,-0.374,1.893,0.931,0.651
E01002919,12,11,14,0,1,23,10,63,19,49,E01002919,Kingston upon Thames 017B,15.611,0.119,0.06,8.715,-0.676,-0.105,33.436,24.157,0.146,0.167,-0.674,0.273,0.148,3.16,0.138,0.663
E01002920,3,8,19,1,0,2,0,7,13,17,E01002920,Kingston upon Thames 014D,5.052,0.039,0.037,1.976,-1.154,-0.564,21.537,13.748,0.035,0.075,-1.269,0.175,0.079,0.857,-0.461,0.328
E01002921,8,10,6,0,1,7,0,9,18,33,E01002921,Kingston upon Thames 011A,15.232,0.096,0.059,10.803,-0.141,-0.142,26.657,31.071,0.112,0.253,0.184,0.128,-0.777,3.464,0.529,0.638
E01002922,3,2,2,3,0,0,2,1,28,12,E01002922,Kingston upon Thames 010A,9.061,0.063,0.041,0.762,-0.882,-0.301,29.078,22.321,0.062,0.099,-1.406,0.112,0.239,2.021,0.19,0.363
E01002923,16,6,9,3,1,18,2,6,18,52,E01002923,Kingston upon Thames 013A,30.061,0.221,0.13,22.698,0.65,-0.14,32.579,22.803,0.264,0.411,0.494,0.3,-0.165,3.731,0.159,0.48
E01002924,3,5,4,0,0,0,0,1,25,3,E01002924,Kingston upon Thames 014E,3.339,0.025,0.033,0.615,-1.405,-1.48,18.148,16.451,0.019,0.033,-1.521,0.11,-0.283,1.031,-0.224,0.367
E01002925,7,7,3,1,0,13,1,19,13,29,E01002925,Kingston upon Thames 013B,11.459,0.065,0.049,2.067,-0.587,-0.792,26.784,39.361,0.081,0.161,-0.847,0.105,-0.211,2.734,0.947,0.415
E01002926,3,4,2,1,0,3,0,3,14,10,E01002926,Kingston upon Thames 010B,7.351,0.044,0.037,1.675,-0.947,-1.071,26.429,27.764,0.048,0.075,-1.167,0.153,0.238,1.454,0.503,0.332
E01002927,6,10,6,1,2,1,0,5,14,9,E01002927,Kingston upon Thames 008A,12.635,0.086,0.064,3.757,-0.658,-0.098,30.041,19.875,0.088,0.146,-1.237,0.22,0.226,2.262,-0.419,0.924
E01002928,8,9,2,1,1,5,3,26,15,27,E01002928,Kingston upon Thames 008B,16.639,0.131,0.09,4.183,-0.719,-0.202,23.033,34.305,0.146,0.162,-1.182,0.227,-0.588,2.575,0.619,0.767
E01002929,10,31,3,1,0,11,4,70,17,14,E01002929,Kingston upon Thames 007A,8.833,0.04,0.046,0.666,-1.588,0.378,22.757,28.851,0.031,0.052,-2.369,0.142,-0.105,1.637,0.37,0.734
E01002930,20,13,9,6,1,25,9,112,29,69,E01002930,Kingston upon Thames 007B,11.051,0.087,0.051,7.117,-1.159,-0.162,24.951,24.028,0.11,0.134,-0.714,0.251,-0.912,3.25,0.159,0.615
E01002931,10,13,6,1,0,5,9,19,17,33,E01002931,Kingston upon Thames 007C,11.45,0.072,0.045,1.604,-1.38,0.635,18.871,34.618,0.091,0.11,-1.443,0.171,-0.425,1.449,0.558,0.923
E01002932,12,6,5,4,0,15,4,34,11,65,E01002932,Kingston upon Thames 006A,26.643,0.19,0.135,15.714,0.158,-0.237,37.495,17.254,0.204,0.305,-0.123,0.311,-0.139,4.360000000000001,-0.472,0.719
E01002933,12,7,18,2,0,2,3,9,24,28,E01002933,Kingston upon Thames 004A,15.439,0.121,0.087,4.131,-0.051,-0.615,21.849,25.58,0.092,0.283,-0.776,0.197,-0.923,2.669,0.239,0.632
E01002934,6,5,2,2,1,6,1,26,17,13,E01002934,Kingston upon Thames 004B,3.665,0.031,0.032,1.031,-1.521,-0.981,17.162,17.903,0.015,0.118,-1.244,0.113,-0.54,1.255,-0.378,0.699
E01002935,8,12,0,3,0,7,3,28,15,23,E01002935,Kingston upon Thames 003A,8.24,0.061,0.036,1.145,-1.635,-0.083,22.191,29.433,0.079,0.107,-1.229,0.122,-1.937,2.986,0.182,1.08
E01002937,11,9,10,1,0,1,4,11,24,23,E01002937,Kingston upon Thames 004D,5.062,0.031,0.032,1.595,-1.277,-0.59,14.924,28.865,0.025,0.092,-0.975,0.102,-0.584,0.811,0.415,0.649
E01002938,9,11,2,0,0,2,2,12,14,26,E01002938,Kingston upon Thames 003B,4.776,0.039,0.038,1.172,-1.606,-0.869,13.5,26.611,0.027,0.086,-1.179,0.115,-1.316,1.06,0.291,0.646
E01002939,19,14,3,3,1,5,4,32,10,48,E01002939,Kingston upon Thames 018A,12.767,0.094,0.071,15.518,-0.727,-0.158,18.712,18.652,0.135,0.087,-0.147,0.311,-0.786,1.883,-0.118,0.466
E01002940,7,5,2,0,1,10,2,6,7,37,E01002940,Kingston upon Thames 020A,18.071,0.114,0.096,18.418,-0.211,-0.268,24.565,24.553,0.106,0.165,-0.115,0.34,-0.173,2.189,0.097,0.767
E01002941,11,8,3,2,0,5,1,25,11,25,E01002941,Kingston upon Thames 018B,9.426,0.061,0.041,8.587,-0.865,-0.237,24.233,24.488,0.092,0.074,-0.86,0.283,-0.079,1.884,0.123,0.721
E01002942,4,3,0,3,0,0,1,1,9,22,E01002942,Kingston upon Thames 018C,10.777,0.068,0.059,16.226,-0.562,0.04,12.761,19.529,0.079,0.053,0.047,0.293,-1.008,0.749,-0.236,0.715
E01002943,14,3,2,0,1,2,0,2,11,28,E01002943,Kingston upon Thames 020B,16.752,0.103,0.082,27.304,-0.517,-0.328,25.144,18.715,0.115,0.137,0.266,0.384,-0.034,1.959,-0.175,0.552
E01002944,3,8,1,1,1,1,0,2,11,18,E01002944,Kingston upon Thames 019A,13.363,0.086,0.061,22.106,-0.657,-1.004,30.744,12.115,0.129,0.064,0.253,0.332,0.586,1.156,-0.514,0.196
E01002945,6,5,2,0,0,3,1,2,8,19,E01002945,Kingston upon Thames 019B,9.082,0.059,0.045,15.159,-0.956,-0.473,21.44,19.607,0.079,0.066,-0.38,0.331,-0.059,1.234,-0.054,0.478
E01002946,2,13,0,1,0,2,1,6,12,22,E01002946,Kingston upon Thames 019C,8.721,0.049,0.047,11.685,-1.167,-0.464,25.6,19.125,0.088,0.052,-0.469,0.297,0.35,0.887,0.042,0.269
E01002947,3,1,3,0,1,2,0,2,9,11,E01002947,Kingston upon Thames 019D,7.288,0.049,0.034,13.8,-1.011,-0.093,15.333,18.218,0.068,0.058,-0.393,0.316,-0.445,0.691,-0.045,0.307
E01002948,24,11,8,2,1,19,2,65,49,53,E01002948,Kingston upon Thames 020C,17.875,0.137,0.091,16.26,-0.491,0.175,27.267,10.713,0.186,0.137,0.033,0.296,0.233,1.657,-0.829,0.267
E01002949,9,3,3,2,0,5,0,10,14,44,E01002949,Kingston upon Thames 020D,9.745,0.081,0.053,11.942,-1.312,0.079,17.649,14.179,0.134,0.073,-0.355,0.289,-0.327,1.001,-0.47,0.386
E01002950,13,10,3,0,1,7,0,5,7,51,E01002950,Kingston upon Thames 020E,17.972,0.144,0.078,20.224,-0.568,-0.189,30.853,13.428,0.215,0.179,0.094,0.334,0.19,2.529,-0.153,-0.084
E01002951,3,10,0,0,0,3,0,5,13,19,E01002951,Kingston upon Thames 003C,5.416,0.056,0.03,0.364,-1.914,-0.944,20.817,21.168,0.058,0.12,-1.818,0.104,-0.355,1.75,-0.156,0.781
E01002952,10,24,1,0,0,2,0,4,10,7,E01002952,Kingston upon Thames 002A,6.26,0.033,0.029,2.881,-1.579,-0.381,29.561,15.757,0.032,0.053,-0.671,0.108,0.593,0.852,-0.491,0.58
E01002953,14,20,4,2,0,4,6,22,11,17,E01002953,Kingston upon Thames 002B,7.065,0.029,0.024,0.641,-1.148,-0.527,35.069,17.212,0.041,0.059,-1.614,0.123,0.731,1.564,-0.887,0.968
E01002954,8,16,4,3,3,24,6,74,12,80,E01002954,Kingston upon Thames 003D,12.215,0.136,0.043,2.209,-0.191,-0.961,24.581,20.947,0.208,0.219,-0.853,0.124,-0.615,2.923,-0.142,0.743
E01002955,12,9,2,1,0,1,1,5,9,26,E01002955,Kingston upon Thames 002C,14.326,0.076,0.048,3.864,-1.018,-0.007,41.23,28.816,0.09,0.136,-0.987,0.21,0.796,2.603,0.389,0.695
E01002956,6,17,30,1,1,4,0,12,17,32,E01002956,Kingston upon Thames 002D,7.327,0.041,0.022,6.959,-1.52,-1.051,32.416,19.606,0.043,0.124,-0.226,0.172,0.693,1.13,0.079,0.264
E01002957,4,6,7,2,0,6,0,6,10,36,E01002957,Kingston upon Thames 003E,14.322,0.119,0.066,17.919,-0.994,-0.993,31.273,12.605,0.206,0.195,0.367,0.258,-0.254,3.637,-0.86,0.496
E01002958,5,5,2,2,0,1,1,2,5,21,E01002958,Kingston upon Thames 008C,6.841,0.05,0.038,2.38,-1.423,-0.935,17.811,33.166,0.06,0.073,-1.148,0.18,-0.748,1.662,0.685,0.485
E01002959,3,10,0,0,0,1,0,0,11,5,E01002959,Kingston upon Thames 002E,3.101,0.02,0.022,0.243,-1.827,-1.041,20.021,15.538,0.02,0.036,-2.244,0.099,0.141,0.283,-0.575,0.626
E01002960,7,8,2,0,1,2,1,16,12,21,E01002960,Kingston upon Thames 006B,6.07,0.052,0.026,0.84,-1.546,-0.486,20.024,26.646,0.06,0.097,-1.852,0.149,-0.559,1.9,0.248,0.725
E01002961,9,7,4,0,0,1,1,5,5,16,E01002961,Kingston upon Thames 008D,7.367,0.064,0.056,0.863,-0.998,-0.976,18.271,21.137,0.069,0.079,-1.536,0.137,-0.255,0.998,0.006,0.552
E01002962,2,6,2,0,0,3,0,1,10,35,E01002962,Kingston upon Thames 006C,12.943,0.077,0.048,15.908,-1.057,-0.101,23.532,35.122,0.074,0.182,-0.095,0.31,-0.681,2.791,0.753,0.525
E01002963,5,5,1,2,0,5,0,8,6,15,E01002963,Kingston upon Thames 007D,9.886,0.097,0.039,1.134,-1.149,-1.016,26.938,27.618,0.128,0.205,-2.078,0.166,-0.382,3.058,0.411,0.523
E01002964,22,21,63,6,13,23,25,185,45,133,E01002964,Kingston upon Thames 005A,17.289,0.097,0.052,10.389,-0.346,0.835,28.707,31.232,0.147,0.312,0.097,0.169,-0.733,3.785,0.359,0.977
E01002965,20,12,25,9,0,16,5,55,19,60,E01002965,Kingston upon Thames 009A,12.957,0.094,0.069,1.64,-0.857,-0.61,32.267,23.819,0.102,0.167,-1.02,0.123,-0.114,3.563,0.067,0.741
E01002966,10,18,10,4,0,5,0,16,27,22,E01002966,Kingston upon Thames 010C,9.456,0.066,0.046,1.716,-1.009,-0.577,21.677,35.237,0.085,0.129,-1.031,0.133,-0.764,2.488,0.778,0.462
E01002967,12,9,1,1,2,3,0,14,17,23,E01002967,Kingston upon Thames 009B,5.324,0.036,0.029,0.597,-1.272,-0.774,24.862,19.887,0.054,0.064,-1.379,0.084,-0.208,2.32,-0.194,0.701
E01002968,109,69,228,27,23,160,125,1503,39,500,E01002968,Kingston upon Thames 009C,14.52,0.058,0.054,3.301,-1.011,0.841,31.28,32.789,0.058,0.132,-0.614,0.12,-0.227,3.602,0.418,1.015
E01002969,22,6,68,3,4,9,0,13,17,95,E01002969,Kingston upon Thames 005B,40.913,0.301,0.194,35.926,0.698,-0.092,34.04,20.864,0.311,0.469,0.296,0.458,-0.114,3.857,-0.074,0.644
E01002970,8,11,11,5,1,17,3,11,15,47,E01002970,Kingston upon Thames 006D,21.15,0.124,0.079,16.113,-0.19,0.442,38.025,22.205,0.18,0.203,-0.053,0.307,0.201,3.84,0.009,0.663
E01002971,13,9,21,2,2,4,7,20,24,40,E01002971,Kingston upon Thames 005C,12.432,0.098,0.055,8.412000000000003,-0.66,-0.325,23.539,27.839,0.172,0.138,-0.079,0.171,-0.582,2.685,0.342,0.684
E01002972,15,18,17,0,1,13,4,46,29,59,E01002972,Kingston upon Thames 005D,13.608,0.093,0.053,5.032,-0.493,-0.109,24.328,36.896,0.186,0.145,-0.498,0.178,-1.102,3.235,0.6,1.043
E01002973,9,9,5,2,1,10,1,10,11,31,E01002973,Kingston upon Thames 006E,23.106,0.165,0.094,16.405,-0.073,0.273,33.226,24.708,0.228,0.228,-0.074,0.313,-0.161,3.822,0.008,0.908
E01002974,14,12,5,4,0,9,2,19,22,35,E01002974,Kingston upon Thames 005E,13.924,0.113,0.075,2.597,-0.94,0.097,24.833,24.255,0.145,0.151,-1.135,0.186,-0.749,3.107,-0.058,0.953
E01002975,3,13,1,0,1,7,4,10,9,17,E01002975,Kingston upon Thames 012A,12.123,0.1,0.059,5.92,-1.51,-0.42,27.727,24.758,0.127,0.11,-0.76,0.234,0.342,1.399,-0.104,1.048
E01002976,6,11,0,1,0,6,0,2,7,11,E01002976,Kingston upon Thames 015A,8.143000000000002,0.05,0.042,12.221,-1.107,-0.972,25.914,18.763,0.06,0.062,-0.115,0.262,0.452,0.573,-0.096,0.442
E01002977,7,6,6,0,0,3,6,14,9,46,E01002977,Kingston upon Thames 012B,18.446,0.148,0.098,16.596,-0.711,-0.074,26.181,17.754,0.211,0.115,-0.083,0.316,-0.308,2.79,-0.366,0.671
E01002978,3,6,4,3,1,5,0,19,4,21,E01002978,Kingston upon Thames 015B,7.414,0.062,0.053,3.709,-1.527,-0.518,16.851,22.537,0.076,0.07,-1.402,0.225,-0.407,0.974,-0.167,0.922
E01002979,1,10,1,1,0,0,0,6,14,16,E01002979,Kingston upon Thames 015C,9.478,0.087,0.064,3.954,-1.286,-0.682,19.618,20.333,0.141,0.076,-1.197,0.223,-0.222,1.231,0.021,0.438
E01002980,4,7,0,2,0,1,1,1,8,12,E01002980,Kingston upon Thames 012C,7.43,0.042,0.049,6.911,-1.48,-0.553,24.264,19.983,0.034,0.063,-1.281,0.275,0.292,0.788,-0.164,0.673
E01002981,7,7,3,1,0,3,1,2,12,26,E01002981,Kingston upon Thames 012D,11.94,0.078,0.057,2.811,-1.109,-0.346,32.293,26.258,0.09,0.114,-1.563,0.21,0.751,0.848,-0.107,1.18
E01002982,3,10,4,1,0,3,1,5,8,19,E01002982,Kingston upon Thames 015D,13.639,0.097,0.063,5.317,-0.645,-0.435,32.003,24.492,0.142,0.096,-0.793,0.226,0.571,1.494,-0.072,0.987
E01002983,6,16,2,3,2,5,1,9,16,18,E01002983,Kingston upon Thames 015E,7.399,0.055,0.038,2.213,-1.6,-0.179,27.262,15.808,0.089,0.048,-1.486,0.192,0.589,0.323,-0.374,0.468
E01002984,5,10,5,1,3,7,0,9,10,24,E01002984,Kingston upon Thames 012E,17.185,0.121,0.092,4.126000000000001,-0.364,-0.105,23.267,35.048,0.106,0.152,-1.212,0.227,-0.541,2.557,0.362,1.293
E01002985,6,6,13,1,1,5,2,11,8,22,E01002985,Kingston upon Thames 007E,11.766,0.102,0.036,6.213,-0.847,-0.219,24.373,32.214,0.142,0.18,-0.865,0.247,-0.383,2.546,0.287,1.167
E01002986,9,8,1,1,0,3,1,4,14,13,E01002986,Kingston upon Thames 008E,12.627,0.082,0.065,5.279,-0.722,-0.416,29.005,26.547,0.081,0.102,-1.158,0.246,0.356,1.628,0.199,0.796
E01002987,22,11,23,8,3,46,9,202,14,115,E01002987,Kingston upon Thames 011B,18.608,0.122,0.11,2.634,0.157,-0.303,24.549,28.293,0.078,0.252,-0.859,0.156,-1.465,3.375,0.432,0.55
E01002988,16,10,9,3,0,14,2,14,6,41,E01002988,Kingston upon Thames 011C,6.657,0.027,0.022,8.078,-1.142,-0.64,26.118,23.782,0.06,0.095,-0.022,0.105,-0.647,3.248,0.166,0.574
E01002989,9,8,5,2,0,4,2,10,29,15,E01002989,Kingston upon Thames 011D,8.627000000000002,0.033,0.019,0.157,-1.59,0.11,19.235,45.865,0.059,0.063,-1.91,0.077,-1.052,2.19,1.078,0.718
E01002990,4,9,3,1,1,7,4,8,17,16,E01002990,Kingston upon Thames 009D,7.626,0.049,0.032,1.915,-0.975,-0.964,26.031,29.867,0.033,0.156,-0.881,0.103,-0.428,2.953,0.328,0.903
E01002991,3,13,7,0,0,3,2,7,30,8,E01002991,Kingston upon Thames 009E,7.648,0.028,0.027,0.217,-1.106,-0.233,27.184,32.67,0.034,0.06,-2.033,0.092,-0.115,2.6,0.544,0.765
E01002992,3,11,8,0,0,0,1,17,14,16,E01002992,Kingston upon Thames 010D,6.631,0.026,0.016,3.696,-1.179,-1.076,32.673,21.199,0.093,0.113,-0.664,0.165,0.303,2.573,0.196,0.226
E01002993,11,10,0,0,0,6,1,11,5,17,E01002993,Kingston upon Thames 013C,10.174,0.074,0.04,1.725,-0.731,-0.298,26.046,30.279,0.148,0.121,-0.927,0.098,-0.223,2.606,0.531,0.544
E01002994,5,7,2,0,0,1,0,8,7,13,E01002994,Kingston upon Thames 016A,7.883,0.056,0.035,1.389,-0.789,-1.146,31.733,17.611,0.089,0.074,-1.119,0.124,0.468,1.814,-0.264,0.542
E01002995,7,4,1,0,0,2,0,3,17,16,E01002995,Kingston upon Thames 013D,5.88,0.034,0.031,0.334,-1.036,-0.392,23.804,21.822,0.037,0.057,-1.777,0.098,0.009,1.571,-0.084,0.754
E01002996,9,5,3,1,3,3,4,4,10,18,E01002996,Kingston upon Thames 016B,7.571,0.044,0.049,1.767,-1.09,-0.077,19.515,25.114,0.044,0.072,-1.149,0.156,-0.438,1.61,0.13,0.773
E01002997,2,5,0,1,0,2,1,6,19,7,E01002997,Kingston upon Thames 016C,8.337,0.036,0.05,1.478,-1.281,-0.416,23.388,33.538,0.023,0.068,-1.133,0.135,0.004,1.491,0.624,0.68
E01002998,8,18,1,1,1,3,1,9,16,20,E01002998,Kingston upon Thames 016D,14.437,0.125,0.061,11.913,-0.429,-0.016,21.79,21.699,0.177,0.178,0.019,0.231,-1.157,2.78,-0.084,0.742
E01002999,5,14,16,1,2,9,0,16,12,32,E01002999,Kingston upon Thames 013E,14.372,0.095,0.056,11.395,-0.451,0.263,25.882,25.306,0.204,0.143,0.198,0.157,-1.017,3.485,0.259,0.561
E01003000,14,15,2,1,0,8,9,17,20,25,E01003000,Kingston upon Thames 017C,19.425,0.138,0.099,17.809,-0.426,0.277,26.331,16.989,0.178,0.153,-0.327,0.354,-0.23,2.688,-0.125,0.291
E01003001,10,11,1,3,0,4,2,16,31,28,E01003001,Kingston upon Thames 017D,12.804,0.068,0.048,11.744,-0.869,0.846,22.472,20.765,0.077,0.099,-0.664,0.312,-0.3,2.001,-0.237,0.836
E01003002,6,8,5,1,1,9,0,39,13,38,E01003002,Kingston upon Thames 016E,17.542,0.13,0.076,12.293,-0.699,-0.131,32.024,26.043,0.161,0.198,0.082,0.225,0.209,2.73,0.018,1.012
E01003003,20,11,4,1,4,15,10,53,32,65,E01003003,Kingston upon Thames 017E,15.301,0.103,0.063,8.140000000000002,-0.661,0.305,22.903,35.512,0.13,0.133,-0.643,0.262,-0.864,2.824,0.554,1.007
